school,school,sex,afe,famsize,pstatus,medu,fedu,mjob,fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,g1,g2,g3
"""600""","""MS""","""M""",18,"""R""","""GT3""","""T""",4,4,"""at_home""","""services""","""other""","""mother""",3,1,0,"""no""","""yes""","""yes""","""yes""","""yes""","""yes""","""yes""","""yes""",2,5,5,1,1,1,5,12,13
"""601""","""MS""","""M""",17,"""R""","""GT3""","""T""",1,1,"""other""","""services""","""other""","""father""",3,1,0,"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",4,2,3,3,4,4,4,12,13
"""602""","""MS""","""F""",18,"""U""","""GT3""","""T""",2,2,"""other""","""other""","""course""","""mother""",2,2,0,"""no""","""yes""","""no""","""no""","""no""","""yes""","""yes""","""yes""",1,3,1,1,1,2,4,8,8
"""603""","""MS""","""F""",18,"""U""","""LE3""","""T""",2,2,"""services""","""services""","""course""","""father""",2,3,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",5,4,5,1,4,3,0,11,12
"""604""","""MS""","""F""",18,"""R""","""LE3""","""A""",4,2,"""teacher""","""other""","""reputation""","""mother""",1,2,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",5,3,1,1,1,5,0,5,0
"""605""","""MS""","""F""",18,"""U""","""GT3""","""T""",1,1,"""at_home""","""services""","""course""","""mother""",3,2,1,"""no""","""no""","""no""","""no""","""yes""","""no""","""no""","""no""",4,4,2,1,2,2,2,9,10
"""606""","""MS""","""F""",19,"""U""","""GT3""","""T""",1,1,"""at_home""","""services""","""other""","""father""",2,1,1,"""no""","""no""","""no""","""no""","""yes""","""no""","""no""","""no""",5,5,5,2,3,2,0,5,0
"""607""","""MS""","""F""",17,"""U""","""GT3""","""T""",4,2,"""teacher""","""other""","""course""","""father""",2,4,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",4,2,3,3,1,5,0,18,18
"""608""","""MS""","""F""",17,"""R""","""LE3""","""A""",2,1,"""services""","""other""","""reputation""","""mother""",2,2,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",5,3,3,1,2,2,5,11,11
"""609""","""MS""","""F""",18,"""U""","""LE3""","""A""",1,1,"""at_home""","""services""","""course""","""mother""",1,2,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""no""","""yes""",5,2,3,1,2,3,2,8,10
"""610""","""MS""","""F""",18,"""U""","""GT3""","""T""",1,2,"""at_home""","""at_home""","""course""","""father""",2,2,0,"""no""","""yes""","""no""","""no""","""yes""","""no""","""no""","""no""",4,1,1,1,1,4,0,11,11
"""611""","""MS""","""F""",19,"""R""","""GT3""","""A""",1,1,"""at_home""","""at_home""","""course""","""other""",2,2,3,"""no""","""yes""","""no""","""yes""","""yes""","""no""","""no""","""yes""",3,5,4,1,4,1,0,8,0
"""612""","""MS""","""F""",18,"""R""","""GT3""","""T""",2,2,"""services""","""other""","""home""","""mother""",2,3,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",4,2,1,1,1,4,5,14,14
"""613""","""MS""","""M""",17,"""R""","""GT3""","""T""",4,3,"""services""","""other""","""home""","""mother""",2,2,1,"""no""","""yes""","""yes""","""yes""","""no""","""yes""","""yes""","""yes""",4,5,5,1,3,2,4,10,11
"""614""","""MS""","""F""",18,"""U""","""GT3""","""T""",3,3,"""services""","""services""","""course""","""father""",1,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""no""","""yes""",5,3,4,1,1,5,0,10,10
"""615""","""MS""","""F""",17,"""R""","""GT3""","""T""",4,4,"""teacher""","""services""","""other""","""father""",2,2,0,"""no""","""yes""","""yes""","""yes""","""yes""","""yes""","""yes""","""no""",4,3,3,1,2,5,2,12,12
"""616""","""MS""","""F""",17,"""U""","""LE3""","""A""",3,2,"""services""","""other""","""reputation""","""mother""",2,2,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""no""","""yes""",1,2,3,1,2,5,0,15,14
"""617""","""MS""","""M""",18,"""U""","""LE3""","""T""",1,1,"""other""","""services""","""home""","""father""",2,1,0,"""no""","""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""",3,3,2,1,2,3,2,14,13
"""618""","""MS""","""F""",18,"""U""","""LE3""","""T""",1,1,"""at_home""","""services""","""course""","""father""",2,3,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""no""",5,3,2,1,1,4,0,19,17
"""619""","""MS""","""F""",18,"""R""","""LE3""","""A""",1,2,"""at_home""","""other""","""course""","""mother""",3,2,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""no""","""yes""",4,3,4,1,4,5,0,16,15
"""620""","""MS""","""F""",18,"""U""","""GT3""","""T""",3,3,"""services""","""services""","""other""","""mother""",2,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",4,3,2,1,3,3,6,13,12
"""621""","""MS""","""F""",17,"""U""","""LE3""","""T""",4,4,"""at_home""","""at_home""","""course""","""mother""",1,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",2,3,4,1,1,1,4,15,14
"""622""","""MS""","""F""",17,"""R""","""GT3""","""T""",1,2,"""other""","""services""","""course""","""father""",2,2,0,"""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",3,2,2,1,2,3,0,13,13
"""623""","""MS""","""M""",18,"""R""","""GT3""","""T""",1,3,"""at_home""","""other""","""course""","""mother""",2,2,0,"""no""","""yes""","""yes""","""no""","""yes""","""yes""","""no""","""no""",3,3,4,2,4,3,0,8,10
"""624""","""MS""","""M""",18,"""U""","""LE3""","""T""",4,4,"""teacher""","""services""","""other""","""mother""",2,3,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",4,2,2,2,2,5,0,15,16
"""625""","""MS""","""F""",17,"""R""","""GT3""","""T""",1,1,"""other""","""services""","""reputation""","""mother""",3,1,1,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",5,2,1,1,2,1,0,8,8
"""626""","""MS""","""F""",18,"""U""","""GT3""","""T""",2,3,"""at_home""","""services""","""course""","""father""",2,1,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",5,2,3,1,2,4,0,10,10
"""627""","""MS""","""F""",18,"""R""","""GT3""","""T""",4,4,"""other""","""teacher""","""other""","""father""",3,2,0,"""no""","""yes""","""no""","""no""","""no""","""yes""","""yes""","""yes""",3,2,2,4,2,5,0,7,5
"""628""","""MS""","""M""",18,"""R""","""LE3""","""T""",1,2,"""at_home""","""services""","""other""","""father""",3,1,0,"""no""","""yes""","""no""","""yes""","""yes""","""no""","""yes""","""yes""",4,3,3,2,3,3,3,9,10
"""629""","""MS""","""F""",17,"""U""","""GT3""","""T""",2,2,"""other""","""at_home""","""home""","""mother""",1,3,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""no""","""yes""",3,4,3,1,1,3,8,10,11
"""630""","""MS""","""F""",17,"""R""","""GT3""","""T""",1,2,"""other""","""other""","""course""","""mother""",1,1,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",3,5,5,1,3,1,4,7,8
"""631""","""MS""","""F""",18,"""R""","""LE3""","""T""",4,4,"""other""","""other""","""reputation""","""mother""",2,3,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""no""",5,4,4,1,1,1,0,15,17
"""632""","""MS""","""F""",18,"""R""","""GT3""","""T""",1,1,"""other""","""other""","""home""","""mother""",4,3,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,3,2,1,2,4,4,10,11
"""633""","""MS""","""F""",19,"""R""","""GT3""","""T""",1,1,"""at_home""","""other""","""course""","""other""",2,2,1,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",4,3,3,1,1,3,4,7,8
"""634""","""MS""","""F""",18,"""R""","""LE3""","""T""",4,4,"""teacher""","""services""","""course""","""mother""",1,2,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",5,4,3,3,4,2,1,13,14
"""635""","""MS""","""F""",18,"""U""","""GT3""","""T""",3,3,"""other""","""other""","""home""","""mother""",1,2,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",4,1,3,1,2,1,1,16,16
"""636""","""MS""","""F""",17,"""R""","""GT3""","""T""",3,1,"""at_home""","""other""","""reputation""","""mother""",1,2,0,"""no""","""yes""","""no""","""yes""","""no""","""yes""","""yes""","""no""",4,5,4,2,3,1,10,8,9
"""637""","""MS""","""M""",18,"""U""","""GT3""","""T""",4,4,"""teacher""","""teacher""","""home""","""father""",1,2,0,"""no""","""no""","""no""","""yes""","""no""","""yes""","""yes""","""no""",3,2,4,1,4,2,4,17,18
"""638""","""MS""","""M""",18,"""R""","""GT3""","""T""",2,1,"""other""","""other""","""other""","""mother""",2,1,0,"""no""","""no""","""no""","""yes""","""no""","""yes""","""yes""","""yes""",4,4,3,1,3,5,0,7,7
"""639""","""MS""","""M""",17,"""U""","""GT3""","""T""",2,3,"""other""","""services""","""home""","""father""",2,2,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,4,3,1,1,3,4,14,15
"""640""","""MS""","""M""",19,"""R""","""GT3""","""T""",1,1,"""other""","""services""","""other""","""mother""",2,1,1,"""no""","""no""","""no""","""no""","""yes""","""yes""","""no""","""no""",4,3,2,1,3,5,0,5,8
"""641""","""MS""","""M""",18,"""R""","""GT3""","""T""",4,2,"""other""","""other""","""home""","""father""",2,1,1,"""no""","""no""","""yes""","""no""","""yes""","""yes""","""no""","""no""",5,4,3,4,3,3,0,7,7
"""642""","""MS""","""F""",18,"""R""","""GT3""","""T""",2,2,"""at_home""","""other""","""other""","""mother""",2,3,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""no""","""no""",5,3,3,1,3,4,0,14,17
"""643""","""MS""","""F""",17,"""U""","""GT3""","""T""",4,3,"""teacher""","""other""","""other""","""mother""",2,2,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""no""",5,5,4,1,1,1,0,6,9
"""644""","""MS""","""F""",18,"""R""","""GT3""","""T""",4,4,"""teacher""","""at_home""","""reputation""","""mother""",3,1,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",4,4,3,2,2,5,4,7,9
"""645""","""MS""","""F""",19,"""R""","""GT3""","""T""",2,3,"""services""","""other""","""course""","""mother""",1,3,1,"""no""","""no""","""no""","""yes""","""no""","""yes""","""yes""","""no""",5,4,2,1,2,5,4,10,11
"""646""","""MS""","""F""",18,"""U""","""LE3""","""T""",3,1,"""teacher""","""services""","""course""","""mother""",1,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,3,4,1,1,1,4,15,15
"""647""","""MS""","""F""",18,"""U""","""GT3""","""T""",1,1,"""other""","""other""","""course""","""mother""",2,2,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""no""","""no""",1,1,1,1,1,5,6,11,12
"""648""","""MS""","""M""",17,"""U""","""LE3""","""T""",3,1,"""services""","""services""","""course""","""mother""",2,1,0,"""no""","""no""","""no""","""no""","""no""","""yes""","""yes""","""no""",2,4,5,3,4,2,6,10,10
"""649""","""MS""","""M""",18,"""R""","""LE3""","""T""",3,2,"""services""","""other""","""course""","""mother""",3,1,0,"""no""","""no""","""no""","""no""","""no""","""yes""","""yes""","""no""",4,4,1,3,4,5,4,10,11
